qid,query,word_count,length_bin
5047,أين تنتهي دورة الماء؟,4,Medium (4-8)
5048,فى أي عامٍ إنتشر الطاعون الأسود فى أوروبا ؟,9,Long (9+)
5051,من هو مؤلف رواية الحرب و السلام ؟,8,Medium (4-8)
5054,هل اضطراب تثدي الرجل حميد؟,5,Medium (4-8)
5055,أين تقع بلاد ما وراء النهر؟,6,Medium (4-8)
5057,كم مرة توج نادي بايرن ميونخ ببطولة الدوري الالماني ؟,10,Long (9+)
5064,ماذا كانت مهمة أسطول الحرية  ؟,6,Medium (4-8)
5069,من هو ماريان رييفيسكي؟,4,Medium (4-8)
5070,متى تولى سعد الحريري رئاسة وزراء لبنان؟,7,Medium (4-8)
5072,من هو كارل شفارتسشيلد؟,4,Medium (4-8)
5076,متى ولد الممثل ادوارد نورتون؟,5,Medium (4-8)
5077,من هو مخترع سلاح القوس؟,5,Medium (4-8)
5082,هل يأكل شعب الاسكيمو طعامهم نيئاً؟,6,Medium (4-8)
5084,هل يعد مرض التوحد مرضاً وراثياً؟,6,Medium (4-8)
5088,ما هي الغدة الكظرية؟,4,Medium (4-8)
5094,من هي سيمون فاي؟,4,Medium (4-8)
5095,ما هو الاضراب ؟,4,Medium (4-8)
5097,ما هي حجة الوداع ؟,5,Medium (4-8)
5098,اين تقع مدينة زليتن؟,4,Medium (4-8)
5104,ماهي جنسية البابا يوحنا بولس الثاني؟,6,Medium (4-8)
5106,"من هو مؤلف كتاب "" بنية الثورات العلمية"" ؟",9,Long (9+)
5107,اين يوجد مقر منظمة الشفافية الدولية ؟,7,Medium (4-8)
5108,ما هي عملية التنفس الداخلي أو التنفس الخلوي؟,8,Medium (4-8)
5113,متى سقط حائط برلين ؟,5,Medium (4-8)
5115,أين ولد بيل كوسبي ؟,5,Medium (4-8)
5120,في أي مدينة عربية ولد ابن الهيثم؟,7,Medium (4-8)
5122,ما هي ملة إبراهيم؟,4,Medium (4-8)
5129,من هو كاتب رواية البؤساء؟,5,Medium (4-8)
5130,متى انتصبت الحماية الفرنسية في تونس؟,6,Medium (4-8)
5132,متى تأسس نادي بايرن ميونخ الألماني لكرة القدم؟,8,Medium (4-8)
5149,ماهى نسبة إرتفاع جحفية (إربد) عن مستوى سطح البحر ؟,10,Long (9+)
5151,هل دخل الفينيقيون   إسبانيا  في التاريخ؟,6,Medium (4-8)
5157,أين يقع المقر الرئيسي للجمعية الملكية للكيمياء؟,7,Medium (4-8)
5163,متى عاش خير الدين بربروس؟,5,Medium (4-8)
5164,متى ولدة آشانتي شيكويا ؟,5,Medium (4-8)
5167,متى تأسست ولاية الشرق الإمبراطورية؟,5,Medium (4-8)
5174,في أي عام تأسست جامعة الزيتونة؟,6,Medium (4-8)
5177,كم بلغ وزن التايتانيك ؟,5,Medium (4-8)
5186,متى تم تنصيب  ليندون ب جونسون رئيساً للولايات المتحدة الامريكية ؟,11,Long (9+)
5188,من هو مخرج فيلم ماري وماكس ؟,7,Medium (4-8)
5190,ما هي الصابئة؟,3,Short (1-3)
5192,أين تقع مدينة بوردو؟,4,Medium (4-8)
5202,أين ولد جوزيف بينسون فوراكر ؟,6,Medium (4-8)
5213,أين تقع جبال الكاراكورام؟,4,Medium (4-8)
5215,ما هي فضيحة واترجيت؟,4,Medium (4-8)
5219,متى ولدت الممثلة أودري هيبورن ؟,6,Medium (4-8)
5224,من هو مايكل أورين؟,4,Medium (4-8)
5232,متى ولد محمد سعيد العريان ؟,6,Medium (4-8)
5235,هل يمكن الحمل خارج الرحم؟,5,Medium (4-8)
5241,أين بدأ أحمد حسام حسين المعروف باسم ميدو مشواره الكروي؟,10,Long (9+)
5245,من هو واصل بن عطاء؟,5,Medium (4-8)
5251,اين تقع جزر ساموا؟,4,Medium (4-8)
5256,من هو أول ملياردي أردني يدخل قائمة مجلة فوربس؟,9,Long (9+)
5257,ما هي عملية التخلق المضغي؟,5,Medium (4-8)
5266,متى تأسس حزب العمال الكردستاني ؟,6,Medium (4-8)
5269,متى ولد مغني الروك جيمس براون؟,6,Medium (4-8)
5277,اين تقع جزيرة بالي؟,4,Medium (4-8)
5278,ما هي شركة دي سي كومكس؟,6,Medium (4-8)
5284,متى ولد مايكل جوزيف جاكسون ؟,6,Medium (4-8)
5287,ما هي جنسية المذيع مصطفى الآغا ؟,7,Medium (4-8)
5295,متى وقعت معركة ميسلون؟,4,Medium (4-8)
5297,ما هي البروتيدات ؟,4,Medium (4-8)
5300,متى استخدم الآر بي جي لأول مرة؟,7,Medium (4-8)
5302,كم ثنائية فاز بها نادي برشلونة؟,6,Medium (4-8)
5314,ما هي فقاعة الدوت كوم ؟,6,Medium (4-8)
5315,أين ولد كارل هانريك ماركس ؟,6,Medium (4-8)
5316,من هو هربرت كتشنر؟,4,Medium (4-8)
5319,ما هو قانون كولوم؟,4,Medium (4-8)
5322,متى تأسست سيسيميوت ؟,4,Medium (4-8)
5323,ماهى نظرية كانون-بارد للعاطفة ؟,5,Medium (4-8)
5325,أين تقع مدينة الملك فيصل الرياضية؟,6,Medium (4-8)
5327,كيف توفي معمر القذافي ؟,5,Medium (4-8)
5340,كم يبلغ عدد اعضاء مجلس العموم البريطاني ؟,8,Medium (4-8)
5341,ما هو الصداع النصفي؟,4,Medium (4-8)
5343,من هي روث هاندلر؟,4,Medium (4-8)
5347,متى ولد الشاعر نزار قباني؟,5,Medium (4-8)
5352,من هو مدير شركة سبايس إكس ؟,7,Medium (4-8)
5356,متى استقلت الهند ؟,4,Medium (4-8)
5358,كم تبلغ مساحة روبيرفال؟,4,Medium (4-8)
5369,من هو بيتر بينيسن؟,4,Medium (4-8)
5381,من هو يوحنا زيمسكي؟,4,Medium (4-8)
5384,من أسس  حزب البعث العربي الاشتراكي السوري؟,7,Medium (4-8)
5386,أين عاش جورج فريدريك هانْدل المؤلف الموسيقي؟,7,Medium (4-8)
5388,هل دولة إريتريا تمتلك حدودا بحرية؟,6,Medium (4-8)
5393,ما هي العصوية الجمرية؟,4,Medium (4-8)
5395,ماهوالأس الهيدروجيني للماء النقي ؟,5,Medium (4-8)
5406,ما هي أكبر كنيسة موجودة بالقصر الباباوي؟,7,Medium (4-8)
5418,ماهو تعداد سكان الجمهورية التونسية ؟,6,Medium (4-8)
5424,ماهو الزفير ؟,3,Short (1-3)
5430,هل الإيثانول مادة قابلة للاشتعال ؟,6,Medium (4-8)
5432,من هو عبد العزيز بن باز؟,6,Medium (4-8)
5443,متى نشأت قناة الأطفال سبايس تون؟,6,Medium (4-8)
5448,أين تقع قاعدة بغرام؟,4,Medium (4-8)
5453,هل يستخدم الألمنيوم في صناعة الطائرات ؟,7,Medium (4-8)
5457,في أي عام  تأسست جمعية العلماء المسلمين الجزائريين؟,8,Medium (4-8)
5458,اين ولد شي جيفارا؟,4,Medium (4-8)
5460,من هي مارفل كوميكس؟,4,Medium (4-8)
5463,أين نشأت لعبة الرغبي؟,4,Medium (4-8)
5476,كم عدد مشاركات المنتخب المغربي في كأس العالم؟,8,Medium (4-8)
5482,ما جنسية المؤلف الموسيقي إياد الريماوي؟,6,Medium (4-8)
5490,متى اندلعت إنتفاضة الأقصى في فلسطين؟,6,Medium (4-8)
5494,متى اختُرع القرص المضغوط ؟,5,Medium (4-8)
5504,من هو أبو المعالي الجويني؟,5,Medium (4-8)
5518,في أي عام تم افتتاح متحف اللوفر؟,7,Medium (4-8)
5522,ما هو التفكير النقدي؟,4,Medium (4-8)
5523,اين يقع معهد سيرن؟,4,Medium (4-8)
5534,من أدى صوت هومر في مسلسل عائلة سيمبسون ؟,9,Long (9+)
5536,هل يحتوي الصلصال على السيليكا؟,5,Medium (4-8)
5541,أين يقع ميدان التحرير؟,4,Medium (4-8)
5544,ما هو الهايبرلوب ؟,4,Medium (4-8)
5549,ماهي خريطة جيولوجية؟,3,Short (1-3)
5554,متى تم اكتشاف جزيرة سانت هيلينا؟,6,Medium (4-8)
5560,ما هو الشرق الأوسط؟,4,Medium (4-8)
5571,ما هي الكنانتيلانا؟,3,Short (1-3)
5574,متى حدثت معركة جيب فاليز؟,5,Medium (4-8)
5576,من هو المحارب جيرانيمو؟,4,Medium (4-8)
5587,متى ولد الرسام الفرنسي جورج براك؟,6,Medium (4-8)
5606,ما هو علم مصطلح الحديث؟,5,Medium (4-8)
5608,ماهي أقدم مقطوعة موسيسقية مسيحية في التاريخ ؟,8,Medium (4-8)
5609,كم عدد حروف خط المسند ؟,6,Medium (4-8)
5616,من هو اول كيميائي عربي ؟,6,Medium (4-8)
5618,من هو أفلوطين؟,3,Short (1-3)
5619,متى تم إصدار رواية (فيرونيكا تقررأن تموت) للكاتب البرازيلي باولو كويلو؟,11,Long (9+)
5631,أين يقع البرلمان الأوروبي؟,4,Medium (4-8)
5634,ما هي قيمة كثافة الهيليوم ؟,6,Medium (4-8)
5637,أين ولد ويليام كولي ؟,5,Medium (4-8)
5638,من هو نظام الملك؟,4,Medium (4-8)
5641,من هو صاحب كتاب أصل الأنواع ؟,7,Medium (4-8)
5648,متى توفي الكاتب ويليام غولدنغ؟,5,Medium (4-8)
5659,كم تقدر الميزانية السنوية لبرنامج الامم المتحدة الانمائي؟,8,Medium (4-8)
5671,من هو  رئيس  القوات المسلحة  في  الولايات المتحدة ؟,9,Long (9+)
5680,أين يقع إقليم ليغوريا ؟,5,Medium (4-8)
5681,من هو مؤلف كتاب مذكرات الدعوة والداعية؟,7,Medium (4-8)
5687,ما هو الماتلاب ؟,4,Medium (4-8)
5700,كم استمرت معركة سقوط فرنسا التي شنتها ألمانيا النازية؟,9,Long (9+)
5705,من اين يصب نهر دجلة ؟,6,Medium (4-8)
5706,هل تعد قبرص من  دول الاتحاد الأوربي؟,7,Medium (4-8)
5715,ما هو علم الفلك الراديوي؟,5,Medium (4-8)
5722,متى تأسست الأمم المتحدة؟,4,Medium (4-8)
5727,من هي خامس أكبر دول قارة أمريكا الجنوبية؟,8,Medium (4-8)
5753,هل يعتبر الياسمين الزهرة الوطنية لإندونيسيا؟,6,Medium (4-8)
5759,من هو أول لاعب أجنبي ينضم لفيورنتينا؟,7,Medium (4-8)
5765,ما هو الخسوف؟,3,Short (1-3)
5772,ما هي الكثافة الاقتصادية؟,4,Medium (4-8)
5774,هل يستخدم الميثان في صناعة الكلوروفورم؟,6,Medium (4-8)
5776,في أي عام ولد أرئيل شارون؟,6,Medium (4-8)
5787,أين تقع عاصمة إيطاليا روما جغرافياً؟,6,Medium (4-8)
5796,في أي قارة تقع كمبوتشيا الديمقراطية؟,6,Medium (4-8)
5797,ما هو الشفق القطبي؟,4,Medium (4-8)
5801,اين تقع أرمينيا؟,3,Short (1-3)
5802,في أي قارة تقع لكونغو الديمقراطية؟,6,Medium (4-8)
5806,هل أجهزة الكمبيوترالحديثة لديها قدرات صوتية في الجهاز؟,8,Medium (4-8)
5816,من هو باروخ سبينوزا؟,4,Medium (4-8)
5825,ما هو عدد الدول الأعضاء في الاتحاد الأوروبي؟,8,Medium (4-8)
5834,متى  لعبت ماريا شارابوفا أول مباراة لها في مسيرتها الإحترافية ؟,11,Long (9+)
5835,كم عدد أنواع العلوم الشرعية ؟,6,Medium (4-8)
5838,متى صدرت لعبة باتل فيلد 4؟,6,Medium (4-8)
5840,متي ولد أسد رستم ؟,5,Medium (4-8)
5842,متى ولد برنارد شلينك ؟,5,Medium (4-8)
5848,من هو ريشارد قلب الأسد؟,5,Medium (4-8)
5850,ما هي دودة الحاسوب؟,4,Medium (4-8)
5856,متى ولد بنيامين نتن ياهو ؟,6,Medium (4-8)
5861,ما نظام الحكم في دولة باربادوس؟,6,Medium (4-8)
5878,كم تستمر الدورة الشهرية لدى المرأة ؟,7,Medium (4-8)
5879,متى توفي كارلوس الخامس هابسبورغ  ؟,6,Medium (4-8)
5888,ما هي الغازات الدفيئة ؟,5,Medium (4-8)
5894,من أسس مجلة فورين بوليسي الأمريكية؟,6,Medium (4-8)
5897,ما هي أطول سورة في القرآن؟,6,Medium (4-8)
5899,متى حصلت فلسطين على إستقلالها ؟,6,Medium (4-8)
5900,من قام بتأسيس مدينة يافا ؟,6,Medium (4-8)
5902,متي توفى بيلا لوغوسي ؟,5,Medium (4-8)
5906,هل الديانة السائدة في أوقيانوسيا هي المسيحية ؟,8,Medium (4-8)
5920,ما هو الاسم الكامل لبيل غيتس؟,6,Medium (4-8)
5928,من هو مؤلف رواية جزيرة الكنز؟,6,Medium (4-8)
5930,متى توفي الكاتب آرثر كونان دويل؟,6,Medium (4-8)
5941,ماهو المذهب العلوي ؟,4,Medium (4-8)
5944,من هو صاحب ديوان النعيم المفقود؟,6,Medium (4-8)
5954,"في أي عام صدر فيلم "" أساطير الخريف "" ؟",10,Long (9+)
5955,من هو كاتب سلسلة المانغا هجوم العمالقة؟,7,Medium (4-8)
5961,هل يقع مسجد قبة الصخرة داخل سور الأقصى؟,8,Medium (4-8)
5965,اين توجد مدينة شيراز؟,4,Medium (4-8)
5967,ما هي جنسية موليير ؟,5,Medium (4-8)
5974,متى حدثت معركة وادي لكة؟,5,Medium (4-8)
5977,من هو جوزيف نيكولوسي؟,4,Medium (4-8)
5978,كم عدد أبواب حلب القديمة؟,5,Medium (4-8)
5989,من هو رئيس كوريا الشمالية ؟,6,Medium (4-8)
5993,متى تأسست منظمة رابطة العالم الاسلامي؟,6,Medium (4-8)
6002,ما هي الحنيفية؟,3,Short (1-3)
6005,ما نسبة  المسلمين في النمسا حاليا؟,6,Medium (4-8)
6013,ماذا يحد المملكة العربية السعودية جنوباََ ؟,7,Medium (4-8)
6022,هل تم القبض على قاتل هيثر ريتش ؟,8,Medium (4-8)
6030,هل تحوي البطاطا حلوة فيتامين C؟,6,Medium (4-8)
6036,من هو جيمس جويس؟,4,Medium (4-8)
6041,كم يبلغ عدد متاجر ستاربكس في امريكا ؟,8,Medium (4-8)
6042,هل يمكن للمثليين تبني الأطفال في فنلندا ؟,8,Medium (4-8)
6046,كم عدد نجوم مجرة درب التبانة؟,6,Medium (4-8)
6048,كم عدد الأعضاء المشتركين في القمة العربية ؟,8,Medium (4-8)
6055,ماهو تعداد سكان باريس ؟,5,Medium (4-8)
6057,من هو مؤسس الحزب السوري القومي الاجتماعي ؟,8,Medium (4-8)
6068,ما هي الطفرة الجينية ؟,5,Medium (4-8)
6069,من هو شارل أوغستان دي كولوم؟,6,Medium (4-8)
6070,هل من الآمن القيادة تحت تأثير الكحول ؟,8,Medium (4-8)
6074,متي إنتهت الحرب العالمية الاولي رسميا؟,6,Medium (4-8)
6076,متى نشأت مملكة سبأ؟,4,Medium (4-8)
6080,من هو أبو جهاد الفلسطيني؟,5,Medium (4-8)
6084,ما هي اكبر مدينة جزائرية من حيث السكان؟,8,Medium (4-8)
6096,متى انتهت الحرب الأهلية في لبنان؟,6,Medium (4-8)
6101,ما هو أسد البحر؟,4,Medium (4-8)
6105,هل يصنف الكربون من اللا فلزات؟,6,Medium (4-8)
6106,متى ولدة أنغيلا دوروتيا ميركل ؟,6,Medium (4-8)
